,yr_range,sec_unique,year1,year2,n2_inflow,agi_inflow,n2_outflow,agi_outflow,n2_net,agi_net
845,1819,"Volusia County, FL",2018.0,2019.0,260,8807000,356,16886000,-96,-8079000
846,1819,"Wake County, NC",2018.0,2019.0,775,32743000,771,36608000,4,-3865000
847,1819,"Walton County, FL",2018.0,2019.0,35,5719000,94,41011000,-59,-35292000
848,1819,"Walton County, GA",2018.0,2019.0,1769,45402000,3736,99013000,-1967,-53611000
849,1819,"Washtenaw County, MI",2018.0,2019.0,50,2904000,33,2096000,17,808000
850,1819,"Wayne County, MI",2018.0,2019.0,551,14466000,472,12191000,79,2275000
851,1819,"Westchester County, NY",2018.0,2019.0,169,9817000,102,5317000,67,4500000
852,1819,"White County, GA",2018.0,2019.0,76,2126000,175,6587000,-99,-4461000
853,1819,"Whitfield County, GA",2018.0,2019.0,100,4103000,85,2708000,15,1395000
854,1819,"Williamson County, TN",2018.0,2019.0,142,10124000,166,10450000,-24,-326000
855,1819,"Williamson County, TX",2018.0,2019.0,36,1592000,49,2510000,-13,-918000
856,1819,"York County, SC",2018.0,2019.0,31,918000,37,1874000,-6,-956000
857,1920,"Aiken County, SC",2019.0,2020.0,57,1660000,32,2219000,25,-559000
858,1920,"Alachua County, FL",2019.0,2020.0,309,11576000,193,7714000,116,3862000
859,1920,"Alameda County, CA",2019.0,2020.0,621,43857000,410,20209000,211,23648000
860,1920,"Alexandria city, VA",2019.0,2020.0,94,7589000,80,4753000,14,2836000
861,1920,"Allegheny County, PA",2019.0,2020.0,476,20425000,389,13709000,87,6716000
862,1920,"Anderson County, SC",2019.0,2020.0,38,1277000,66,5195000,-28,-3918000
863,1920,"Anne Arundel County, MD",2019.0,2020.0,143,5294000,151,4783000,-8,511000
864,1920,"Arapahoe County, CO",2019.0,2020.0,295,9310000,220,11564000,75,-2254000
865,1920,"Arlington County, VA",2019.0,2020.0,153,11541000,112,9448000,41,2093000
866,1920,"Baldwin County, AL",2019.0,2020.0,48,2274000,70,4102000,-22,-1828000
867,1920,"Baldwin County, GA",2019.0,2020.0,109,2600000,122,4805000,-13,-2205000
868,1920,"Baltimore County, MD",2019.0,2020.0,362,10409000,228,7539000,134,2870000
869,1920,"Baltimore city, MD",2019.0,2020.0,277,9165000,230,8986000,47,179000
870,1920,"Barrow County, GA",2019.0,2020.0,1683,41176000,3486,89379000,-1803,-48203000
871,1920,"Bartow County, GA",2019.0,2020.0,1675,38761000,3010,87491000,-1335,-48730000
872,1920,"Bay County, FL",2019.0,2020.0,100,3614000,118,9819000,-18,-6205000
873,1920,"Beaufort County, SC",2019.0,2020.0,217,17613000,486,53861000,-269,-36248000
874,1920,"Bergen County, NJ",2019.0,2020.0,319,18431000,116,5919000,203,12512000
875,1920,"Berkeley County, SC",2019.0,2020.0,56,2623000,36,1419000,20,1204000
876,1920,"Bernalillo County, NM",2019.0,2020.0,50,2293000,42,2462000,8,-169000
877,1920,"Bexar County, TX",2019.0,2020.0,423,13034000,416,22552000,7,-9518000
878,1920,"Bibb County, GA",2019.0,2020.0,1068,28705000,921,18143000,147,10562000
879,1920,"Brevard County, FL",2019.0,2020.0,337,12119000,446,21341000,-109,-9222000
880,1920,"Bronx County, NY",2019.0,2020.0,911,19179000,312,4804000,599,14375000
881,1920,"Broward County, FL",2019.0,2020.0,3008,84173000,1648,64068000,1360,20105000
882,1920,"Bulloch County, GA",2019.0,2020.0,207,4380000,112,2796000,95,1584000
883,1920,"Buncombe County, NC",2019.0,2020.0,160,7338000,273,18843000,-113,-11505000
884,1920,"Butts County, GA",2019.0,2020.0,473,8641000,802,-24372000,-329,33013000
885,1920,"Calhoun County, AL",2019.0,2020.0,46,1128000,37,1264000,9,-136000
886,1920,"Carroll County, GA",2019.0,2020.0,1924,43540000,2797,68814000,-873,-25274000
887,1920,"Charleston County, SC",2019.0,2020.0,443,17467000,598,51605000,-155,-34138000
888,1920,"Chatham County, GA",2019.0,2020.0,1288,40179000,1235,49482000,53,-9303000
889,1920,"Chester County, PA",2019.0,2020.0,51,2494000,40,2167000,11,327000
890,1920,"Clark County, NV",2019.0,2020.0,678,17254000,752,22290000,-74,-5036000
891,1920,"Clarke County, GA",2019.0,2020.0,1253,35697000,1144,40061000,109,-4364000
892,1920,"Clay County, FL",2019.0,2020.0,39,994000,36,1694000,3,-700000
893,1920,"Collier County, FL",2019.0,2020.0,107,14914000,145,43617000,-38,-28703000
894,1920,"Collin County, TX",2019.0,2020.0,448,22808000,615,29932000,-167,-7124000
895,1920,"Columbia County, GA",2019.0,2020.0,398,13630000,441,12858000,-43,772000
896,1920,"Contra Costa County, CA",2019.0,2020.0,122,6774000,38,1883000,84,4891000
897,1920,"Cook County, IL",2019.0,2020.0,2364,114075000,1472,68802000,892,45273000
898,1920,"Coweta County, GA",2019.0,2020.0,2958,101974000,4440,165533000,-1482,-63559000
899,1920,"Cumberland County, NC",2019.0,2020.0,265,6060000,202,3250000,63,2810000
900,1920,"Cuyahoga County, OH",2019.0,2020.0,592,18316000,358,11178000,234,7138000
901,1920,"Dallas County, TX",2019.0,2020.0,1031,67731000,1129,58913000,-98,8818000
902,1920,"Dane County, WI",2019.0,2020.0,79,3531000,40,2008000,39,1523000
903,1920,"Dauphin County, PA",2019.0,2020.0,34,1569000,62,925000,-28,644000
904,1920,"Davidson County, TN",2019.0,2020.0,803,35052000,796,44856000,7,-9804000
905,1920,"Dawson County, GA",2019.0,2020.0,671,21535000,1631,65299000,-960,-43764000
906,1920,"Denton County, TX",2019.0,2020.0,280,11884000,349,17529000,-69,-5645000
907,1920,"Denver County, CO",2019.0,2020.0,313,17089000,422,27773000,-109,-10684000
908,1920,"District of Columbia, DC",2019.0,2020.0,539,36757000,456,28660000,83,8097000
909,1920,"Dougherty County, GA",2019.0,2020.0,515,10730000,272,4448000,243,6282000
910,1920,"DuPage County, IL",2019.0,2020.0,121,6667000,70,5727000,51,940000
911,1920,"Durham County, NC",2019.0,2020.0,292,13455000,266,12163000,26,1292000
912,1920,"Duval County, FL",2019.0,2020.0,1452,55057000,1367,45947000,85,9110000
913,1920,"East Baton Rouge Parish, LA",2019.0,2020.0,198,5998000,142,3453000,56,2545000
914,1920,"El Paso County, CO",2019.0,2020.0,239,6133000,252,9654000,-13,-3521000
915,1920,"El Paso County, TX",2019.0,2020.0,40,1194000,40,711000,0,483000
916,1920,"Erie County, NY",2019.0,2020.0,235,5304000,158,3691000,77,1613000
917,1920,"Escambia County, FL",2019.0,2020.0,292,10179000,328,21098000,-36,-10919000
918,1920,"Essex County, MA",2019.0,2020.0,47,2759000,40,2862000,7,-103000
919,1920,"Essex County, NJ",2019.0,2020.0,590,18160000,183,7829000,407,10331000
920,1920,"Fairfax County, VA",2019.0,2020.0,640,35320000,471,23094000,169,12226000
921,1920,"Fairfield County, CT",2019.0,2020.0,275,20107000,96,5995000,179,14112000
922,1920,"Fannin County, GA",2019.0,2020.0,67,2648000,82,6675000,-15,-4027000
923,1920,"Floyd County, GA",2019.0,2020.0,382,11781000,475,14936000,-93,-3155000
924,1920,"Fort Bend County, TX",2019.0,2020.0,290,11810000,219,8176000,71,3634000
925,1920,"Franklin County, OH",2019.0,2020.0,623,21400000,457,15522000,166,5878000
926,1920,"Gilmer County, GA",2019.0,2020.0,250,8332000,352,19950000,-102,-11618000
927,1920,"Glynn County, GA",2019.0,2020.0,242,27485000,423,35941000,-181,-8456000
928,1920,"Gordon County, GA",2019.0,2020.0,100,3391000,302,11523000,-202,-8132000
929,1920,"Greene County, GA",2019.0,2020.0,38,1650000,144,28602000,-106,-26952000
930,1920,"Greenville County, SC",2019.0,2020.0,520,18702000,570,31429000,-50,-12727000
931,1920,"Guilford County, NC",2019.0,2020.0,342,9558000,312,10331000,30,-773000
932,1920,"Habersham County, GA",2019.0,2020.0,58,1886000,176,6387000,-118,-4501000
933,1920,"Hall County, GA",2019.0,2020.0,2925,99895000,5934,255175000,-3009,-155280000
934,1920,"Hamilton County, IN",2019.0,2020.0,47,2791000,57,3144000,-10,-353000
935,1920,"Hamilton County, OH",2019.0,2020.0,370,15262000,303,11984000,67,3278000
936,1920,"Hamilton County, TN",2019.0,2020.0,582,22427000,654,37700000,-72,-15273000
937,1920,"Haralson County, GA",2019.0,2020.0,115,2241000,294,7016000,-179,-4775000
938,1920,"Harris County, TX",2019.0,2020.0,1524,73296000,1633,61210000,-109,12086000
939,1920,"Hartford County, CT",2019.0,2020.0,198,11744000,133,6680000,65,5064000
940,1920,"Hennepin County, MN",2019.0,2020.0,430,21791000,343,17094000,87,4697000
941,1920,"Henrico County, VA",2019.0,2020.0,110,6547000,103,6283000,7,264000
942,1920,"Hillsborough County, FL",2019.0,2020.0,1387,52644000,1464,76787000,-77,-24143000
943,1920,"Hinds County, MS",2019.0,2020.0,131,3129000,81,1371000,50,1758000
944,1920,"Honolulu County, HI",2019.0,2020.0,164,4899000,124,4345000,40,554000
945,1920,"Horry County, SC",2019.0,2020.0,77,2319000,101,4720000,-24,-2401000
946,1920,"Houston County, GA",2019.0,2020.0,735,18904000,826,21487000,-91,-2583000
947,1920,"Howard County, MD",2019.0,2020.0,55,3495000,39,2364000,16,1131000
948,1920,"Hudson County, NJ",2019.0,2020.0,485,37863000,227,11133000,258,26730000
949,1920,"Jackson County, GA",2019.0,2020.0,733,22359000,2594,88182000,-1861,-65823000
950,1920,"Jackson County, MO",2019.0,2020.0,97,4551000,52,2490000,45,2061000
951,1920,"Jasper County, GA",2019.0,2020.0,45,1241000,194,5934000,-149,-4693000
952,1920,"Jefferson County, AL",2019.0,2020.0,1031,42790000,799,32753000,232,10037000
953,1920,"Jefferson County, CO",2019.0,2020.0,44,2616000,50,3783000,-6,-1167000
954,1920,"Jefferson County, KY",2019.0,2020.0,267,9968000,299,12641000,-32,-2673000
955,1920,"Jefferson Parish, LA",2019.0,2020.0,199,4946000,160,4858000,39,88000
956,1920,"Johnson County, KS",2019.0,2020.0,83,3724000,102,4530000,-19,-806000
957,1920,"Kent County, MI",2019.0,2020.0,129,3962000,92,3023000,37,939000
958,1920,"King County, WA",2019.0,2020.0,772,51879000,1018,66788000,-246,-14909000
959,1920,"Kings County, NY",2019.0,2020.0,1988,82869000,765,24429000,1223,58440000
960,1920,"Knox County, TN",2019.0,2020.0,392,12625000,385,16784000,7,-4159000
961,1920,"Lake County, FL",2019.0,2020.0,165,4173000,158,6151000,7,-1978000
962,1920,"Lake County, IL",2019.0,2020.0,75,4719000,59,4981000,16,-262000
963,1920,"Lamar County, GA",2019.0,2020.0,107,2143000,252,7963000,-145,-5820000
964,1920,"Lee County, AL",2019.0,2020.0,294,10128000,293,20353000,1,-10225000
965,1920,"Lee County, FL",2019.0,2020.0,419,17864000,421,34697000,-2,-16833000
966,1920,"Leon County, FL",2019.0,2020.0,443,19067000,247,8753000,196,10314000
967,1920,"Lexington County, SC",2019.0,2020.0,94,3036000,115,3878000,-21,-842000
968,1920,"Liberty County, GA",2019.0,2020.0,104,1837000,102,2039000,2,-202000
969,1920,"Los Angeles County, CA",2019.0,2020.0,2891,135813000,1750,89076000,1141,46737000
970,1920,"Loudoun County, VA",2019.0,2020.0,200,12447000,186,8213000,14,4234000
971,1920,"Lowndes County, GA",2019.0,2020.0,400,8968000,244,4679000,156,4289000
972,1920,"Lumpkin County, GA",2019.0,2020.0,345,10599000,703,26877000,-358,-16278000
973,1920,"Macomb County, MI",2019.0,2020.0,115,2927000,75,1699000,40,1228000
974,1920,"Madison County, AL",2019.0,2020.0,316,11233000,394,13846000,-78,-2613000
975,1920,"Manatee County, FL",2019.0,2020.0,174,7728000,283,18275000,-109,-10547000
976,1920,"Maricopa County, AZ",2019.0,2020.0,1057,43467000,1173,63913000,-116,-20446000
977,1920,"Marion County, IN",2019.0,2020.0,464,11775000,374,8184000,90,3591000
978,1920,"Mecklenburg County, NC",2019.0,2020.0,1529,81063000,1727,89491000,-198,-8428000
979,1920,"Meriwether County, GA",2019.0,2020.0,45,816000,66,1792000,-21,-976000
980,1920,"Miami, Dade County",2019.0,2020.0,2363,72091000,1310,101852000,1053,-29761000
981,1920,"Middlesex County, MA",2019.0,2020.0,463,28853000,386,23929000,77,4924000
982,1920,"Middlesex County, NJ",2019.0,2020.0,277,10185000,147,4225000,130,5960000
983,1920,"Milwaukee County, WI",2019.0,2020.0,330,9705000,213,3876000,117,5829000
984,1920,"Mobile County, AL",2019.0,2020.0,403,8177000,264,6707000,139,1470000
985,1920,"Monroe County, GA",2019.0,2020.0,54,1280000,287,10998000,-233,-9718000
986,1920,"Monroe County, NY",2019.0,2020.0,179,5322000,107,4005000,72,1317000
987,1920,"Montgomery County, AL",2019.0,2020.0,535,14807000,348,8286000,187,6521000
988,1920,"Montgomery County, MD",2019.0,2020.0,563,32067000,446,21791000,117,10276000
989,1920,"Montgomery County, OH",2019.0,2020.0,79,1657000,41,1379000,38,278000
990,1920,"Montgomery County, PA",2019.0,2020.0,62,4131000,46,3919000,16,212000
991,1920,"Montgomery County, TN",2019.0,2020.0,105,2292000,81,2134000,24,158000
992,1920,"Montgomery County, TX",2019.0,2020.0,40,2690000,39,5407000,1,-2717000
993,1920,"Multnomah County, OR",2019.0,2020.0,99,5832000,130,7116000,-31,-1284000
994,1920,"Muscogee County, GA",2019.0,2020.0,1160,26402000,868,19827000,292,6575000
995,1920,"Nassau County, NY",2019.0,2020.0,625,22991000,187,6499000,438,16492000
996,1920,"New Castle County, DE",2019.0,2020.0,114,4924000,95,2931000,19,1993000
997,1920,"New Hanover County, NC",2019.0,2020.0,44,1383000,58,2651000,-14,-1268000
998,1920,"New Haven County, CT",2019.0,2020.0,136,5835000,95,3711000,41,2124000
999,1920,"New York County, NY",2019.0,2020.0,1337,144393000,709,63251000,628,81142000
1000,1920,"Newton County, GA",2019.0,2020.0,3974,68782000,5499,104151000,-1525,-35369000
1001,1920,"Norfolk County, MA",2019.0,2020.0,94,5580000,43,3136000,51,2444000
1002,1920,"Norfolk city, VA",2019.0,2020.0,110,4735000,59,2416000,51,2319000
1003,1920,"Oakland County, MI",2019.0,2020.0,506,26609000,284,11107000,222,15502000
1004,1920,"Oconee County, GA",2019.0,2020.0,218,9357000,485,26639000,-267,-17282000
1005,1920,"Okaloosa County, FL",2019.0,2020.0,42,2183000,44,3131000,-2,-948000
1006,1920,"Oklahoma County, OK",2019.0,2020.0,43,1318000,54,1318000,-11,0
1007,1920,"Onondaga County, NY",2019.0,2020.0,42,2216000,28,1016000,14,1200000
1008,1920,"Orange County, CA",2019.0,2020.0,653,30601000,487,24822000,166,5779000
1009,1920,"Orange County, FL",2019.0,2020.0,1755,54259000,1288,57817000,467,-3558000
1010,1920,"Orleans Parish, LA",2019.0,2020.0,278,10371000,216,6488000,62,3883000
1011,1920,"Osceola County, FL",2019.0,2020.0,182,3892000,189,7394000,-7,-3502000
1012,1920,"Palm Beach County, FL",2019.0,2020.0,1435,60658000,1143,73202000,292,-12544000
1013,1920,"Pasco County, FL",2019.0,2020.0,128,3901000,184,7102000,-56,-3201000
1014,1920,"Paulding County, GA",2019.0,2020.0,5452,150277000,9087,228287000,-3635,-78010000
1015,1920,"Philadelphia County, PA",2019.0,2020.0,720,24914000,467,15354000,253,9560000
1016,1920,"Pickens County, GA",2019.0,2020.0,701,22617000,1413,59451000,-712,-36834000
1017,1920,"Pierce County, WA",2019.0,2020.0,145,3348000,98,2378000,47,970000
1018,1920,"Pike County, GA",2019.0,2020.0,68,1521000,263,7739000,-195,-6218000
1019,1920,"Pima County, AZ",2019.0,2020.0,31,1595000,67,3936000,-36,-2341000
1020,1920,"Pinellas County, FL",2019.0,2020.0,619,27830000,780,55919000,-161,-28089000
1021,1920,"Polk County, FL",2019.0,2020.0,309,8558000,312,7688000,-3,870000
1022,1920,"Polk County, GA",2019.0,2020.0,110,2909000,207,4323000,-97,-1414000
1023,1920,"Prince George's County, MD",2019.0,2020.0,610,16672000,405,12089000,205,4583000
1024,1920,"Prince William County, VA",2019.0,2020.0,143,4267000,93,3289000,50,978000
1025,1920,"Providence County, RI",2019.0,2020.0,33,1094000,31,1849000,2,-755000
1026,1920,"Pulaski County, AR",2019.0,2020.0,59,1545000,56,1671000,3,-126000
1027,1920,"Queens County, NY",2019.0,2020.0,1375,43820000,435,12039000,940,31781000
1028,1920,"Richland County, SC",2019.0,2020.0,556,18152000,463,12373000,93,5779000
1029,1920,"Richmond County, GA",2019.0,2020.0,797,17670000,720,15300000,77,2370000
1030,1920,"Richmond city, VA",2019.0,2020.0,90,4548000,94,4504000,-4,44000
1031,1920,"Riverside County, CA",2019.0,2020.0,351,9673000,272,8907000,79,766000
1032,1920,"Rutherford County, TN",2019.0,2020.0,195,5754000,233,7335000,-38,-1581000
1033,1920,"Sacramento County, CA",2019.0,2020.0,270,8200000,188,6282000,82,1918000
1034,1920,"Salt Lake County, UT",2019.0,2020.0,181,7835000,177,8895000,4,-1060000
1035,1920,"San Bernardino County, CA",2019.0,2020.0,293,7394000,135,3351000,158,4043000
1036,1920,"San Diego County, CA",2019.0,2020.0,779,28647000,712,29496000,67,-849000
1037,1920,"San Francisco County, CA",2019.0,2020.0,334,54484000,231,19463000,103,35021000
1038,1920,"San Mateo County, CA",2019.0,2020.0,89,13408000,78,5467000,11,7941000
1039,1920,"Santa Clara County, CA",2019.0,2020.0,482,38280000,524,42137000,-42,-3857000
1040,1920,"Sarasota County, FL",2019.0,2020.0,191,9256000,335,37592000,-144,-28336000
1041,1920,"Seminole County, FL",2019.0,2020.0,408,13784000,359,11839000,49,1945000
1042,1920,"Shelby County, AL",2019.0,2020.0,248,9396000,270,13120000,-22,-3724000
1043,1920,"Shelby County, TN",2019.0,2020.0,818,40656000,678,19651000,140,21005000
1044,1920,"Snohomish County, WA",2019.0,2020.0,44,2967000,36,1927000,8,1040000
1045,1920,"Spalding County, GA",2019.0,2020.0,1765,37706000,2327,56409000,-562,-18703000
1046,1920,"Spartanburg County, SC",2019.0,2020.0,41,1887000,72,2979000,-31,-1092000
1047,1920,"St. Johns County, FL",2019.0,2020.0,103,4218000,291,30383000,-188,-26165000
1048,1920,"St. Louis County, MO",2019.0,2020.0,444,15754000,345,16491000,99,-737000
1049,1920,"St. Louis city, MO",2019.0,2020.0,111,5355000,98,2624000,13,2731000
1050,1920,"St. Lucie County, FL",2019.0,2020.0,77,2007000,106,4060000,-29,-2053000
1051,1920,"Stephens County, GA",2019.0,2020.0,45,710000,74,2334000,-29,-1624000
1052,1920,"Suffolk County, MA",2019.0,2020.0,325,21853000,248,14687000,77,7166000
1053,1920,"Suffolk County, NY",2019.0,2020.0,286,9353000,100,3387000,186,5966000
1054,1920,"Summit County, OH",2019.0,2020.0,40,1846000,34,1274000,6,572000
1055,1920,"Tarrant County, TX",2019.0,2020.0,530,20671000,612,22533000,-82,-1862000
1056,1920,"Travis County, TX",2019.0,2020.0,515,37584000,615,33310000,-100,4274000
1057,1920,"Troup County, GA",2019.0,2020.0,323,7535000,381,8636000,-58,-1101000
1058,1920,"Tuscaloosa County, AL",2019.0,2020.0,113,4932000,69,2151000,44,2781000
1059,1920,"Union County, NJ",2019.0,2020.0,59,4739000,34,1469000,25,3270000
1060,1920,"Virginia Beach city, VA",2019.0,2020.0,270,14000000,207,6297000,63,7703000
1061,1920,"Volusia County, FL",2019.0,2020.0,284,6628000,333,14803000,-49,-8175000
1062,1920,"Wake County, NC",2019.0,2020.0,830,35678000,899,40537000,-69,-4859000
1063,1920,"Walton County, FL",2019.0,2020.0,61,14843000,151,53149000,-90,-38306000
1064,1920,"Walton County, GA",2019.0,2020.0,2017,46066000,4283,120291000,-2266,-74225000
1065,1920,"Warren County, OH",2019.0,2020.0,47,3991000,48,3202000,-1,789000
1066,1920,"Washtenaw County, MI",2019.0,2020.0,65,4794000,43,2525000,22,2269000
1067,1920,"Wayne County, MI",2019.0,2020.0,629,13987000,482,10129000,147,3858000
1068,1920,"Westchester County, NY",2019.0,2020.0,316,21786000,118,4906000,198,16880000
1069,1920,"White County, GA",2019.0,2020.0,142,3946000,279,9342000,-137,-5396000
1070,1920,"Whitfield County, GA",2019.0,2020.0,106,2769000,106,3140000,0,-371000
1071,1920,"Williamson County, TN",2019.0,2020.0,132,6461000,196,15217000,-64,-8756000
1072,1920,"Williamson County, TX",2019.0,2020.0,61,2438000,81,3501000,-20,-1063000
1073,1920,"York County, SC",2019.0,2020.0,88,4643000,111,5665000,-23,-1022000
1074,2021,"Aiken County, SC",2020.0,2021.0,46,2707000,58,2585000,-12,122000
1075,2021,"Alachua County, FL",2020.0,2021.0,271,11738000,183,7763000,88,3975000
1076,2021,"Alameda County, CA",2020.0,2021.0,692,42940000,342,19840000,350,23100000
1077,2021,"Alexandria city, VA",2020.0,2021.0,70,6172000,81,4593000,-11,1579000
1078,2021,"Allegheny County, PA",2020.0,2021.0,391,17347000,253,13762000,138,3585000
1079,2021,"Anne Arundel County, MD",2020.0,2021.0,82,9127000,39,1957000,43,7170000
1080,2021,"Arapahoe County, CO",2020.0,2021.0,246,8012000,181,7029000,65,983000
1081,2021,"Arlington County, VA",2020.0,2021.0,152,15980000,107,7721000,45,8259000
1082,2021,"Baldwin County, AL",2020.0,2021.0,100,3386000,192,12155000,-92,-8769000
1083,2021,"Baldwin County, GA",2020.0,2021.0,100,2917000,116,2599000,-16,318000
1084,2021,"Baltimore County, MD",2020.0,2021.0,341,14349000,190,5735000,151,8614000
1085,2021,"Baltimore city, MD",2020.0,2021.0,233,9257000,158,8037000,75,1220000
1086,2021,"Barrow County, GA",2020.0,2021.0,1419,41244000,4082,114164000,-2663,-72920000
1087,2021,"Bartow County, GA",2020.0,2021.0,1628,47720000,2885,84566000,-1257,-36846000
1088,2021,"Bay County, FL",2020.0,2021.0,77,2005000,189,8403000,-112,-6398000
1089,2021,"Beaufort County, SC",2020.0,2021.0,191,14323000,369,56105000,-178,-41782000
1090,2021,"Bell County, TX",2020.0,2021.0,37,923000,38,634000,-1,289000
1091,2021,"Bergen County, NJ",2020.0,2021.0,372,15214000,140,7367000,232,7847000
1092,2021,"Berkeley County, SC",2020.0,2021.0,91,2970000,85,4423000,6,-1453000
1093,2021,"Bernalillo County, NM",2020.0,2021.0,40,1549000,32,1285000,8,264000
1094,2021,"Bexar County, TX",2020.0,2021.0,371,12284000,284,13609000,87,-1325000
1095,2021,"Bibb County, GA",2020.0,2021.0,1086,27283000,1062,24884000,24,2399000
1096,2021,"Boulder County, CO",2020.0,2021.0,46,2937000,51,4558000,-5,-1621000
1097,2021,"Brevard County, FL",2020.0,2021.0,290,10081000,320,16751000,-30,-6670000
1098,2021,"Bronx County, NY",2020.0,2021.0,701,19223000,189,3399000,512,15824000
1099,2021,"Broward County, FL",2020.0,2021.0,3038,91920000,1616,81305000,1422,10615000
1100,2021,"Bulloch County, GA",2020.0,2021.0,217,4629000,180,5427000,37,-798000
1101,2021,"Buncombe County, NC",2020.0,2021.0,105,6206000,150,25798000,-45,-19592000
1102,2021,"Butts County, GA",2020.0,2021.0,388,14152000,818,22169000,-430,-8017000
1103,2021,"Calhoun County, AL",2020.0,2021.0,34,682000,32,1261000,2,-579000
1104,2021,"Carroll County, GA",2020.0,2021.0,1727,40388000,3230,81832000,-1503,-41444000
1105,2021,"Catoosa County, GA",2020.0,2021.0,35,979000,36,1700000,-1,-721000
1106,2021,"Charleston County, SC",2020.0,2021.0,414,23796000,646,70420000,-232,-46624000
1107,2021,"Chatham County, GA",2020.0,2021.0,1176,36402000,1224,51333000,-48,-14931000
1108,2021,"Chesterfield County, VA",2020.0,2021.0,42,1609000,34,1375000,8,234000
1109,2021,"Clark County, NV",2020.0,2021.0,926,25514000,735,25674000,191,-160000
1110,2021,"Clarke County, GA",2020.0,2021.0,1329,37374000,1122,46100000,207,-8726000
1111,2021,"Collier County, FL",2020.0,2021.0,85,7802000,119,22497000,-34,-14695000
1112,2021,"Collin County, TX",2020.0,2021.0,491,23357000,633,31640000,-142,-8283000
1113,2021,"Columbia County, GA",2020.0,2021.0,377,16548000,407,15322000,-30,1226000
1114,2021,"Contra Costa County, CA",2020.0,2021.0,212,13830000,130,10693000,82,3137000
1115,2021,"Cook County, IL",2020.0,2021.0,2622,149423000,1375,69232000,1247,80191000
1116,2021,"Coweta County, GA",2020.0,2021.0,2640,95703000,4666,175832000,-2026,-80129000
1117,2021,"Cumberland County, NC",2020.0,2021.0,256,5964000,185,4232000,71,1732000
1118,2021,"Cuyahoga County, OH",2020.0,2021.0,572,19135000,283,12743000,289,6392000
1119,2021,"Dallas County, TX",2020.0,2021.0,1048,52869000,1077,52267000,-29,602000
1120,2021,"Dane County, WI",2020.0,2021.0,84,4553000,33,2523000,51,2030000
1121,2021,"Davidson County, TN",2020.0,2021.0,858,39104000,803,53238000,55,-14134000
1122,2021,"Dawson County, GA",2020.0,2021.0,714,29925000,1564,73869000,-850,-43944000
1123,2021,"Denton County, TX",2020.0,2021.0,344,15193000,466,28169000,-122,-12976000
1124,2021,"Denver County, CO",2020.0,2021.0,304,22013000,474,35048000,-170,-13035000
1125,2021,"District of Columbia, DC",2020.0,2021.0,600,46977000,452,27833000,148,19144000
1126,2021,"Dougherty County, GA",2020.0,2021.0,455,9134000,303,5503000,152,3631000
1127,2021,"DuPage County, IL",2020.0,2021.0,296,17488000,120,5981000,176,11507000
1128,2021,"Durham County, NC",2020.0,2021.0,270,13269000,225,18026000,45,-4757000
1129,2021,"Duval County, FL",2020.0,2021.0,1396,49813000,1373,86984000,23,-37171000
1130,2021,"East Baton Rouge Parish, LA",2020.0,2021.0,90,4234000,49,1911000,41,2323000
1131,2021,"El Paso County, CO",2020.0,2021.0,250,6894000,243,9535000,7,-2641000
1132,2021,"El Paso County, TX",2020.0,2021.0,75,2035000,89,2194000,-14,-159000
1133,2021,"Erie County, NY",2020.0,2021.0,158,3962000,100,2748000,58,1214000
1134,2021,"Escambia County, FL",2020.0,2021.0,291,8093000,240,11538000,51,-3445000
1135,2021,"Essex County, NJ",2020.0,2021.0,585,21288000,243,6440000,342,14848000
1136,2021,"Fairfax County, VA",2020.0,2021.0,593,41828000,382,20858000,211,20970000
1137,2021,"Fairfield County, CT",2020.0,2021.0,141,16589000,80,13662000,61,2927000
1138,2021,"Floyd County, GA",2020.0,2021.0,401,13254000,584,20737000,-183,-7483000
1139,2021,"Fort Bend County, TX",2020.0,2021.0,297,15453000,324,15674000,-27,-221000
1140,2021,"Franklin County, OH",2020.0,2021.0,554,26611000,409,15167000,145,11444000
1141,2021,"Gilmer County, GA",2020.0,2021.0,150,5115000,303,14542000,-153,-9427000
1142,2021,"Glynn County, GA",2020.0,2021.0,234,9405000,464,33370000,-230,-23965000
1143,2021,"Gordon County, GA",2020.0,2021.0,127,4023000,289,9210000,-162,-5187000
1144,2021,"Greenville County, SC",2020.0,2021.0,439,19524000,641,29046000,-202,-9522000
1145,2021,"Guilford County, NC",2020.0,2021.0,338,12015000,263,10123000,75,1892000
1146,2021,"Habersham County, GA",2020.0,2021.0,70,2201000,166,7839000,-96,-5638000
1147,2021,"Hall County, GA",2020.0,2021.0,3101,112848000,6271,280210000,-3170,-167362000
1148,2021,"Hamilton County, IN",2020.0,2021.0,41,2255000,39,4678000,2,-2423000
1149,2021,"Hamilton County, OH",2020.0,2021.0,369,14175000,275,10674000,94,3501000
1150,2021,"Hamilton County, TN",2020.0,2021.0,590,22137000,667,37393000,-77,-15256000
1151,2021,"Haralson County, GA",2020.0,2021.0,121,3304000,337,10921000,-216,-7617000
1152,2021,"Harris County, TX",2020.0,2021.0,1316,58584000,1450,51639000,-134,6945000
1153,2021,"Hartford County, CT",2020.0,2021.0,270,12674000,148,6422000,122,6252000
1154,2021,"Hennepin County, MN",2020.0,2021.0,449,23901000,273,13830000,176,10071000
